,codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao,modelo,tipo_motor,equipamento,quantidade_motores,nivel_dano,categoria_aviacao,fase_operacao
383,50291,ACIDENTE,INDETERMINADA,MARICÁ,RJ,BRASIL,****,2013-10-21,19:40:00,SIM,SERIPA-3,ATIVA,A-190/CENIPA/2013,,,1,1,,2016-07-30,PA-34-200,PISTÃO,AVIÃO,2.0,DESTRUÍDA,INSTRUÇÃO,INDETERMINADA
384,49651,ACIDENTE,FALHA DO MOTOR EM VOO,MARICÁ,RJ,BRASIL,SDMC,2013-09-11,17:10:00,SIM,SERIPA-3,ATIVA,A-163/CENIPA/2013,,,0,1,,2016-07-30,152,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,DECOLAGEM
385,45833,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,MARICÁ,RJ,BRASIL,****,2012-05-03,11:20:00,SIM,SERIPA-3,FINALIZADA,IG-514/CENIPA/2015,1.0,2015-08-28,0,1,,2016-07-30,152,PISTÃO,AVIÃO,1.0,LEVE,INSTRUÇÃO,SUBIDA
386,46590,ACIDENTE,PERDA DE CONTROLE NO SOLO,MARICÁ,RJ,BRASIL,SDMC,2012-11-22,11:45:00,SIM,SERIPA-3,FINALIZADA,A-524/CENIPA/2015,1.0,2015-07-21,0,1,,2016-07-30,R22,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,INSTRUÇÃO,POUSO
387,46171,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,MARICÁ,RJ,BRASIL,****,2012-07-24,19:15:00,SIM,SERIPA-3,FINALIZADA,A-128/CENIPA/2013,1.0,2013-10-21,0,1,,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,SUBIDA
388,46043,INCIDENTE GRAVE,COM TREM DE POUSO,MARICÁ,RJ,BRASIL,SDMC,2012-06-30,14:05:00,SIM,SERIPA-3,FINALIZADA,IG-561/CENIPA/2014,1.0,2014-08-15,0,1,1.0,2016-07-30,310B,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,INSTRUÇÃO,POUSO
389,43656,ACIDENTE,PERDA DE CONTROLE NO SOLO,MARICÁ,RJ,BRASIL,****,2011-01-11,15:45:00,SIM,SERIPA-3,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,269A-1,PISTÃO,HELICÓPTERO,1.0,DESTRUÍDA,PARTICULAR,DECOLAGEM
390,46562,ACIDENTE,PERDA DE CONTROLE EM VOO,CANARANA,MT,BRASIL,****,2012-10-31,10:05:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,A188B,PISTÃO,AVIÃO,1.0,DESTRUÍDA,AGRÍCOLA,CIRCUITO DE TRÁFEGO
391,53193,ACIDENTE,PERDA DE CONTROLE EM VOO,CANARANA,MT,BRASIL,****,2015-03-14,18:00:00,SIM,SERIPA-6,FINALIZADA,A-038/CENIPA/2015,1.0,2015-11-16,0,1,,2016-07-30,***,***,AVIÃO,,DESTRUÍDA,PARTICULAR,MANOBRA
392,45937,ACIDENTE,POUSO LONGO,CANARANA,MT,BRASIL,SWEK,2012-06-22,14:00:00,SIM,SERIPA-6,FINALIZADA,A-124/CENIPA/2013,1.0,2013-11-27,0,1,1.0,2016-07-30,EMB-720D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
393,46850,ACIDENTE,POUSO SEM TREM,CANARANA,MT,BRASIL,SWEK,2013-01-22,15:00:00,SIM,SERIPA-6,FINALIZADA,A-011/CENIPA/2013,1.0,2013-08-26,0,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
394,41236,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,FELIZ DESERTO,AL,BRASIL,****,2010-05-29,09:55:00,SIM,SERIPA-2,FINALIZADA,A-062/CENIPA/2013,1.0,2013-12-30,3,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,DESTRUÍDA,AGRÍCOLA,OUTRA FASE
395,32615,ACIDENTE,PERDA DE CONTROLE EM VOO,CAMPO GRANDE,MS,BRASIL,SSKG,2008-06-10,20:00:00,SIM,SERIPA-5,FINALIZADA,A-065/CENIPA/2009,1.0,2009-12-07,7,1,,2016-07-30,170A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
396,45597,ACIDENTE,COM TREM DE POUSO,CAMPO GRANDE,MS,BRASIL,SBCG,2012-03-12,14:38:00,SIM,SERIPA-6,FINALIZADA,A-016/CENIPA/2013,1.0,2013-07-10,2,1,1.0,2016-07-30,A56TC,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,ADMINISTRAÇÃO DIRETA,POUSO
397,52640,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,CAMPO GRANDE,MS,BRASIL,SBCG,2014-10-22,14:01:00,SIM,SERIPA-4,ATIVA,A-175/CENIPA/2014,,,0,1,,2016-07-30,58,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,ADMINISTRAÇÃO DIRETA,POUSO
398,53113,INCIDENTE GRAVE,TRÁFEGO AÉREO,CAMPO GRANDE,MS,BRASIL,****,2014-08-23,02:43:00,SIM,SERIPA-4,FINALIZADA,IG-144/CENIPA/2014,1.0,2015-04-30,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,NENHUM,PARTICULAR,DESCIDA
399,50053,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPO GRANDE,MS,BRASIL,SSAY,2013-10-20,18:40:00,SIM,SERIPA-6,FINALIZADA,A-189/CENIPA/2013,1.0,2014-10-14,0,1,1.0,2016-07-30,23,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
400,48053,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPO GRANDE,MS,BRASIL,****,2013-05-09,13:43:00,SIM,SERIPA-4,FINALIZADA,A-094/CENIPA/2013,1.0,2013-09-16,1,1,,2016-07-30,210N,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,APROXIMAÇÃO FINAL
401,29655,ACIDENTE,ESTOURO DE PNEU,CAMPO GRANDE,MS,BRASIL,SBCG,2007-07-08,17:08:00,SIM,SERIPA-6,ATIVA,A-596/CENIPA/2016,,,0,1,1.0,2016-07-30,180J,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
402,27532,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CAMPO GRANDE,MS,BRASIL,SBCG,2006-08-09,14:55:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,***,REGULAR,INDETERMINADA
403,32380,ACIDENTE,PERDA DE CONTROLE EM VOO,CAMPO GRANDE,MS,BRASIL,SSIE,2008-05-04,20:30:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,DESTRUÍDA,PARTICULAR,DECOLAGEM
404,40148,ACIDENTE,PANE SECA,CAMPO GRANDE,MS,BRASIL,****,2010-03-19,19:30:00,SIM,SERIPA-4,FINALIZADA,A-054/CENIPA/2011,1.0,2011-08-01,1,1,,2016-07-30,185,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,APROXIMAÇÃO FINAL
405,50792,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPO GRANDE,MS,BRASIL,****,2014-01-21,20:10:00,SIM,SERIPA-6,FINALIZADA,A-016/CENIPA/2014,1.0,2014-08-22,0,1,,2016-07-30,150J,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,ARREMETIDA NO AR
406,31456,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPO GRANDE,MS,BRASIL,SBCG,2008-01-31,22:10:00,SIM,SERIPA-4,FINALIZADA,A-003/CENIPA/2010,1.0,2010-03-19,2,1,1.0,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
407,49798,INCIDENTE GRAVE,COM TREM DE POUSO,CAMPO GRANDE,MS,BRASIL,SSKG,2013-10-02,20:00:00,SIM,SERIPA-6,FINALIZADA,IG-174/CENIPA/2013,1.0,2014-04-28,0,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,CORRIDA APÓS POUSO
408,52819,ACIDENTE,INDETERMINADA,CAMPO GRANDE,MS,BRASIL,****,2014-12-06,10:21:00,SIM,SERIPA-4,ATIVA,A-194/CENIPA/2014,,,0,1,,2016-07-30,U206F,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,SUBIDA
409,34639,INCIDENTE GRAVE,COM HÉLICE,CAMPO GRANDE,MS,BRASIL,****,2008-11-25,17:15:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-711T,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,SUBIDA
410,45747,ACIDENTE,POUSO SEM TREM,CAMPO GRANDE,MS,BRASIL,SSKG,2012-04-13,20:30:00,SIM,SERIPA-6,FINALIZADA,A-102/CENIPA/2013,1.0,2014-07-21,0,1,,2016-07-30,V35B,PISTÃO,AVIÃO,1.0,LEVE,PARTICULAR,POUSO
411,53109,ACIDENTE,COM TREM DE POUSO,CAMPO GRANDE,MS,BRASIL,SSIE,2015-03-05,13:50:00,SIM,SERIPA-4,ATIVA,A-033/CENIPA/2015,,,0,1,,2016-07-30,E55,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,CORRIDA APÓS POUSO
412,43778,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPO GRANDE,MS,BRASIL,****,2011-01-28,20:50:00,SIM,SERIPA-6,FINALIZADA,A-074/CENIPA/2012,1.0,2012-07-23,5,1,,2016-07-30,150M,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,ARREMETIDA NO AR
413,38475,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPO GRANDE,MS,BRASIL,****,2008-11-28,16:15:00,SIM,SERIPA-4,FINALIZADA,A-058/CENIPA/2009,1.0,2009-09-11,9,1,,2016-07-30,EMB-711T,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,SUBIDA
414,46587,ACIDENTE,COM TREM DE POUSO,CAMPO GRANDE,MS,BRASIL,SBCG,2012-11-19,16:33:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,58,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,ADMINISTRAÇÃO DIRETA,CORRIDA APÓS POUSO
415,38675,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPO GRANDE,MS,BRASIL,SSAY,2009-10-27,20:30:00,SIM,SERIPA-4,FINALIZADA,A-063/CENIPA/2011,1.0,2011-08-29,1,1,,2016-07-30,170A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
416,44629,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPO GRANDE,MS,BRASIL,****,2011-05-29,19:00:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,172M,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
417,46514,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPO GRANDE,MS,BRASIL,****,2012-10-20,15:00:00,SIM,SERIPA-4,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,150J,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,DECOLAGEM
418,43282,INCIDENTE GRAVE,POUSO BRUSCO,CAMPO GRANDE,MS,BRASIL,SBCG,2010-11-18,23:08:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-820C CARAJA,TURBOÉLICE,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
419,50980,ACIDENTE,INDETERMINADA,CONCEIÇÃO DO ARAGUAIA,PA,BRASIL,****,2014-03-11,18:30:00,SIM,SERIPA-1,ATIVA,A-054/CENIPA/2014,,,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,ESPECIALIZADA
420,52276,ACIDENTE,INDETERMINADA,CUMARU DO NORTE,PA,BRASIL,****,2014-08-30,13:10:00,SIM,SERIPA-1,FINALIZADA,A-150/CENIPA/2014,1.0,2015-04-24,0,1,,2016-07-30,F33A,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,DECOLAGEM
421,44878,ACIDENTE,PERDA DE CONTROLE NO SOLO,CURIONÓPOLIS,PA,BRASIL,****,2011-07-22,18:30:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,1,1,,2016-07-30,95-B55,PISTÃO,AVIÃO,2.0,DESTRUÍDA,PARTICULAR,DECOLAGEM
422,37379,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,ARAÇATUBA,SP,BRASIL,****,2009-05-14,21:00:00,SIM,SERIPA-4,FINALIZADA,A-001/CENIPA/2011,1.0,2011-06-30,9,1,,2016-07-30,58,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,APROXIMAÇÃO FINAL
423,43403,ACIDENTE,FALHA DO MOTOR EM VOO,ARAÇATUBA,SP,BRASIL,****,2010-11-13,23:30:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,210,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
424,51774,INCIDENTE GRAVE,COM HÉLICE,ARAÇATUBA,SP,BRASIL,SBAU,2011-09-06,23:30:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
425,38856,ACIDENTE,INDETERMINADA,CAROLINA,MA,BRASIL,****,2009-12-23,16:44:00,SIM,SERIPA-1,FINALIZADA,A-066/CENIPA/2011,1.0,2011-08-29,1,1,,2016-07-30,R44 II,PISTÃO,HELICÓPTERO,1.0,DESTRUÍDA,PARTICULAR,CRUZEIRO
426,50977,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CAROLINA,MA,BRASIL,****,2014-03-03,11:26:00,SIM,SERIPA-1,ATIVA,A-047/CENIPA/2014,,,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,ESPECIALIZADA
427,40074,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,MAUÉS,AM,BRASIL,SWMW,2009-09-09,12:50:00,SIM,SERIPA-7,ATIVA,IG-529/CENIPA/2016,,,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,LEVE,TÁXI AÉREO,DECOLAGEM
428,53151,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,MAUÉS,AM,BRASIL,SWMW,2015-03-16,18:07:00,SIM,SERIPA-7,ATIVA,IG-040/CENIPA/2015,,,0,1,,2016-07-30,208B,TURBOÉLICE,AVIÃO,1.0,LEVE,TÁXI AÉREO,CORRIDA APÓS POUSO
429,45310,ACIDENTE,INDETERMINADA,MAUÉS,AM,BRASIL,****,2011-09-28,03:00:00,SIM,SERIPA-7,ATIVA,A DEFINIR,,,0,1,,2016-07-30,182P,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
430,35036,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,MAUÉS,AM,BRASIL,****,2009-01-02,10:50:00,SIM,SERIPA-7,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,LEVE,TÁXI AÉREO,DECOLAGEM
431,31036,ACIDENTE,FALHA DO MOTOR EM VOO,CACEQUI,RS,BRASIL,****,2007-11-05,19:30:00,SIM,SERIPA-5,ATIVA,A-563/CENIPA/2016,,,0,1,,2016-07-30,A188B,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,ESPECIALIZADA
432,51435,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,ITABAIANA,SE,BRASIL,****,2014-03-09,19:45:00,***,SERIPA-2,,,,,0,1,,2016-07-30,ULTRALEVE,PISTÃO,ULTRALEVE,1.0,DESTRUÍDA,EXPERIMENTAL,DECOLAGEM
433,31860,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CHAPADÃO DO SUL,MS,BRASIL,****,2008-01-24,13:20:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,INDETERMINADA
434,34955,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CHAPADÃO DO SUL,MS,BRASIL,****,2009-01-27,12:00:00,SIM,SERIPA-4,FINALIZADA,A-047/CENIPA/2009,1.0,2009-10-16,7,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA
435,50806,ACIDENTE,COM HÉLICE,CHAPADÃO DO SUL,MS,BRASIL,****,2014-02-12,09:12:00,SIM,SERIPA-4,ATIVA,A-031/CENIPA/2014,,,0,1,,2016-07-30,EMB-201,PISTÃO,AVIÃO,1.0,NENHUM,AGRÍCOLA,OPERAÇÃO DE SOLO
436,47674,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CHAPADÃO DO SUL,MS,BRASIL,****,2013-04-18,12:20:00,SIM,SERIPA-4,FINALIZADA,A-070/CENIPA/2013,1.0,2013-09-16,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,ESPECIALIZADA,ESPECIALIZADA
437,34075,ACIDENTE,PERDA DE CONTROLE NO SOLO,ELDORADO DOS CARAJÁS,PA,BRASIL,****,2008-03-05,16:00:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-711C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CORRIDA APÓS POUSO
438,38838,ACIDENTE,PERDA DE CONTROLE EM VOO,ELDORADO DOS CARAJÁS,PA,BRASIL,****,2009-11-04,17:30:00,SIM,SERIPA-1,FINALIZADA,A-047/CENIPA/2012,1.0,2012-06-15,2,1,,2016-07-30,U206F,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
439,42388,ACIDENTE,PERDA DE CONTROLE NO SOLO,CACHOEIRA DO SUL,RS,BRASIL,****,2010-08-24,19:40:00,SIM,SERIPA-5,FINALIZADA,A-038/CENIPA/2011,1.0,2011-07-21,1,1,,2016-07-30,170A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,POUSO
440,50797,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,CACHOEIRA DO SUL,RS,BRASIL,SSKS,2014-01-29,13:40:00,SIM,SERIPA-5,FINALIZADA,A-020/CENIPA/2014,1.0,2016-04-22,2,1,,2016-07-30,140,PISTÃO,AVIÃO,1.0,NENHUM,INSTRUÇÃO,CIRCUITO DE TRÁFEGO
441,38819,ACIDENTE,FALHA DO MOTOR EM VOO,CACHOEIRA DO SUL,RS,BRASIL,****,2009-12-16,15:30:00,SIM,SERIPA-5,FINALIZADA,A-031/CENIPA/2012,1.0,2012-03-22,1,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,ESPECIALIZADA,ESPECIALIZADA
442,31865,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,CACHOEIRA DO SUL,RS,BRASIL,****,2008-02-04,15:30:00,SIM,SERIPA-5,ATIVA,A-561/CENIPA/2016,,,0,1,,2016-07-30,A188B,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,DECOLAGEM
443,51412,ACIDENTE,PERDA DE CONTROLE EM VOO,CACHOEIRA DO SUL,RS,BRASIL,****,2014-05-10,20:25:00,SIM,SERIPA-5,ATIVA,A-096/CENIPA/2014,,,0,1,,2016-07-30,140A,PISTÃO,AVIÃO,1.0,DESTRUÍDA,INSTRUÇÃO,MANOBRA
444,28395,ACIDENTE,FALHA ESTRUTURAL,CHAPADA DOS GUIMARÃES,MT,BRASIL,****,2007-02-07,10:10:00,SIM,SERIPA-6,FINALIZADA,A-127/CENIPA/2011,1.0,2011-12-21,1,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,DESTRUÍDA,PARTICULAR,CRUZEIRO
445,46582,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,CHAPADA DOS GUIMARÃES,MT,BRASIL,****,2012-11-01,19:49:00,SIM,SERIPA-6,FINALIZADA,A-052/CENIPA/2014,1.0,2014-06-03,1,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,DESTRUÍDA,PARTICULAR,CRUZEIRO
446,53372,ACIDENTE,PERDA DE CONTROLE EM VOO,CHAPADA DOS GUIMARÃES,MT,BRASIL,****,2015-07-10,20:30:00,SIM,SERIPA-6,ATIVA,A-101/CENIPA/2015,,,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,MÚLTIPLA,MANOBRA
447,53262,INCIDENTE GRAVE,COLISÃO EM VOO COM OBSTÁCULO,IBATEGUARA,AL,BRASIL,****,2015-05-20,15:10:00,SIM,SERIPA-2,ATIVA,IG-076/CENIPA/2015,,,0,1,,2016-07-30,AS 350 B2,TURBOEIXO,HELICÓPTERO,1.0,SUBSTANCIAL,ADMINISTRAÇÃO DIRETA,ARREMETIDA NO AR
448,44780,ACIDENTE,FALHA DO MOTOR EM VOO,BOA ESPERANÇA,PR,BRASIL,****,2011-07-10,20:00:00,***,SERIPA-5,,,,,0,1,,2016-07-30,COYOTE,PISTÃO,ULTRALEVE,1.0,DESTRUÍDA,EXPERIMENTAL,CIRCUITO DE TRÁFEGO
449,46844,ACIDENTE,PERDA DE CONTROLE NO SOLO,GURUPÁ,PA,BRASIL,SNGU,2012-12-22,19:00:00,SIM,SERIPA-1,FINALIZADA,OF Nº 1/SI/2067 DE 4/3/2013,,,0,1,,2016-07-30,182E,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,PARTIDA DO MOTOR
450,40107,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,GURUPÁ,PA,BRASIL,****,2010-01-12,14:30:00,SIM,SERIPA-1,FINALIZADA,A-505/CENIPA/2016,1.0,2016-03-18,0,1,,2016-07-30,EMB-720C,PISTÃO,AVIÃO,1.0,LEVE,TÁXI AÉREO,POUSO
451,32635,ACIDENTE,POUSO SEM TREM,NOVA OLINDA DO NORTE,AM,BRASIL,SWNO,2007-03-14,20:50:00,SIM,SERIPA-7,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,***,TÁXI AÉREO,POUSO
452,50974,ACIDENTE,PERDA DE CONTROLE EM VOO,CORGUINHO,MS,BRASIL,SSKG,2014-04-04,12:00:00,SIM,SERIPA-4,ATIVA,A-068/CENIPA/2014,,,0,1,,2016-07-30,182T,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,APROXIMAÇÃO FINAL
453,52283,ACIDENTE,PERDA DE CONTROLE EM VOO,BARREIRAS,BA,BRASIL,****,2014-07-24,13:30:00,***,SERIPA-2,,,,,0,1,,2016-07-30,PARADISE,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,NAVEGAÇÃO A BAIXA ALTURA
454,46378,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,BARREIRAS,BA,BRASIL,****,2012-09-22,16:40:00,SIM,CENIPA,ATIVA,A DEFINIR,,,0,1,,2016-07-30,ATR-72-212A,TURBOÉLICE,AVIÃO,2.0,NENHUM,REGULAR,POUSO
455,53181,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,COLÍDER,MT,BRASIL,****,2015-03-29,20:17:00,***,SERIPA-6,,,,,0,1,,2016-07-30,FOX V5,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,MANOBRA
456,27375,ACIDENTE,FALHA DO MOTOR EM VOO,IGREJA NOVA,AL,BRASIL,****,2006-07-29,19:40:00,SIM,SERIPA-2,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,INDETERMINADA
457,51716,ACIDENTE,FALHA DO MOTOR EM VOO,NOVO AIRÃO,AM,BRASIL,****,2014-07-16,15:15:00,SIM,SERIPA-7,FINALIZADA,A-126/CENIPA/2014,1.0,2015-04-24,0,1,,2016-07-30,U206E,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
458,50091,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CORUMBÁ,MS,BRASIL,****,2013-10-19,11:05:00,SIM,SERIPA-6,ATIVA,A-188/CENIPA/2013,,,0,1,,2016-07-30,EMB-711C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DESCIDA
459,44944,ACIDENTE,COLISÃO DE AERONAVES EM VOO,CORUMBÁ,MS,BRASIL,****,2011-06-10,20:30:00,SIM,SERIPA-4,FINALIZADA,A-026/CENIPA/2013,1.0,2013-07-30,4,2,,2016-07-30,U206G,PISTÃO,AVIÃO,1.0,LEVE,PARTICULAR,CRUZEIRO
460,44536,ACIDENTE,PERDA DE CONTROLE NO SOLO,CORUMBÁ,MS,BRASIL,****,2011-05-14,19:35:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,U206B,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
461,53497,ACIDENTE,PERDA DE CONTROLE EM VOO,CORUMBÁ,MS,BRASIL,****,2015-10-06,12:00:00,SIM,SERIPA-4,ATIVA,A-134/CENIPA/2015,,,0,1,,2016-07-30,EMB-721C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
462,51071,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,ARARAQUARA,SP,BRASIL,SBAQ,2014-02-13,17:45:00,SIM,SERIPA-4,ATIVA,IG-033/CENIPA/2014,,,0,1,,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,CIRCUITO DE TRÁFEGO
463,53237,ACIDENTE,PERDA DE CONTROLE EM VOO,ARARAQUARA,SP,BRASIL,****,2015-04-28,21:00:00,***,SERIPA-4,,,,,0,1,,2016-07-30,FOZ 400,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,DESCIDA
464,43451,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,ARARAQUARA,SP,BRASIL,SBAQ,2010-11-05,22:36:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,208B,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,DECOLAGEM
